0.42349649,0.44189579
0.44189579,0.46667173
0.46667173,0.44774105
0.44774105,0.40795341
0.40795341,0.4382425
0.4382425,0.47690094
0.47690094,0.45664179
0.45664179,0.43850819
0.43850819,0.45697391
0.45697391,0.45172646
0.45172646,0.42874395
0.42874395,0.36046064
0.36046064,0.32326351
0.32326351,0.31276861
0.31276861,0.28433937
0.28433937,0.23790938
0.23790938,0.20164218
0.20164218,0.2082181
0.2082181,0.18264507
0.18264507,0.21353198
0.21353198,0.19838743
0.19838743,0.1011435
0.1011435,0.09111356
0.09111356,0.00496235
0.00496235,0.18118376
0.18118376,0.18961953
0.18961953,0.11768294
0.11768294,0.09117999
0.09117999,0.11369754
0.11369754,0.07782887
0.07782887,0.15195744
0.15195744,0.14471729
0.14471729,0.10559387
0.10559387,0.07390989
0.07390989,0.05903104
0.05903104,0.06540769
0.06540769,0.00350103
0.00350103,-0.03150412
-0.03150412,-0.05628006
-0.05628006,-0.0388107
-0.0388107,-0.05667861
-0.05667861,-0.11599474
-0.11599474,-0.0495713
-0.0495713,-0.04910634
-0.04910634,-0.15272691
-0.15272691,-0.21735692
-0.21735692,-0.49314708
-0.49314708,-0.33067532
-0.33067532,-0.23854601
-0.23854601,-0.16494882
-0.16494882,-0.19231529
-0.19231529,-0.10065093
-0.10065093,-0.07574214
-0.07574214,-0.15252764
-0.15252764,-0.10888744
-0.10888744,-0.08603777
-0.08603777,-0.08397864
-0.08397864,-0.07029541
-0.07029541,-0.07062753
-0.07062753,-0.03788077
-0.03788077,0.00091052
0.00091052,-0.00553255
-0.00553255,0.27470797
0.27470797,0.30327005
0.30327005,0.28493718
0.28493718,0.24421961
0.24421961,0.239105
0.239105,0.14777276
0.14777276,0.13834063
0.13834063,0.17912463
0.17912463,0.16916111
0.16916111,0.13873918
0.13873918,0.14106399
0.14106399,0.07085441
0.07085441,0.03266093
0.03266093,0.03551714
0.03551714,0.02316238
0.02316238,-0.02990996
-0.02990996,-0.16056488
-0.16056488,-0.1456196
-0.71135495,-0.68932309
-0.68932309,-0.69212949
-0.69212949,-0.44149537
-0.44149537,-0.38970277
-0.38970277,-0.38442545
-0.38442545,-0.35674853
-0.35674853,-0.33060062
-0.33060062,-0.33299413
-0.33299413,-0.3475358
-0.3475358,-0.31077518
-0.31077518,-0.27067269
-0.27067269,-0.29456257
-0.29456257,-0.30147212
-0.30147212,-0.28458211
-0.28458211,-0.2642599
-0.2642599,-0.28273053
-0.28273053,-0.31416221
-0.31416221,-0.304814
-0.304814,-0.29718188
-0.29718188,-0.29794961
-0.29794961,-0.28598208
-0.28598208,-0.27821448
-0.27821448,-0.25278914
-0.25278914,-0.25351171
-0.25351171,-0.25513749
-0.25513749,-0.22338968
-0.22338968,-0.15790701
-0.15790701,-0.14119763
-0.14119763,-0.11586261
-0.11586261,-0.07476659
-0.07476659,-0.58273149
-0.58273149,-0.43275359
-0.43275359,-0.08497286
-0.08497286,-0.0929211
-0.0929211,-0.03046418
-0.03046418,0.01578014
0.01578014,0.07457907
0.07457907,0.09923668
0.09923668,0.09259809
0.09259809,0.08636594
0.08636594,0.10443013
0.10443013,0.14069398
0.14069398,0.14484875
0.14484875,0.14241008
0.14241008,0.15455825
0.15455825,0.16788058
0.16788058,0.22252475
0.22252475,0.24555658
0.24555658,0.24727268
0.24727268,0.31709076
0.31709076,0.41129549
0.41129549,0.41355351
0.41355351,0.42014694
0.42014694,0.46946216
0.46946216,0.50988078
0.50988078,0.54957683
0.54957683,0.66451021
0.66451021,0.76011491
0.76011491,0.84262308
0.84262308,0.85806796
0.85806796,0.97498841
0.97498841,1.0696899
1.0696899,1.08274127
1.08274127,1.39678714
1.39678714,1.57431293
1.57431293,1.27666031
1.27666031,1.32827872
1.32827872,1.3536589
1.3536589,1.36129102
1.36129102,1.36820057
1.36820057,1.41241266
1.41241266,1.39994838
1.39994838,1.45070874
1.45070874,1.47875338
1.47875338,1.41069656
1.41069656,1.40166447
1.40166447,1.38938082
1.38938082,1.39461944
1.39461944,1.46366979
1.46366979,1.46335367
0.42764443,0.46151307
0.46151307,0.49538171
0.49538171,0.52925035
0.52925035,0.563119
0.563119,0.59889781
0.59889781,0.6936224
0.6936224,0.7481204
0.7481204,0.78886609
0.78886609,0.86028607
0.86028607,0.9657034
0.9657034,0.87393614
0.87393614,0.83083875
0.83083875,0.93421112
0.93421112,1.00721595
1.00721595,1.03022167
1.03022167,1.06887129
1.06887129,1.05460774
1.05460774,1.0858444
1.0858444,1.13931992
1.13931992,1.14714187
1.14714187,1.21789724
1.21789724,1.23226304
1.23226304,1.23655744
1.23655744,1.25010525
1.25010525,0.73063605
0.73063605,0.85803662
0.85803662,1.15787787
1.15787787,1.10522033
1.10522033,1.26503341
1.26503341,1.23021809
1.23021809,1.18364428
1.18364428,1.13016875
1.13016875,1.08610002
1.08610002,1.06140721
1.06140721,1.01329969
1.01329969,1.02454693
1.02454693,1.02424019
1.02424019,0.9013385
0.9013385,0.82271006
0.82271006,0.83175898
0.83175898,0.86274002
0.86274002,0.83835395
0.83835395,0.81642183
0.81642183,0.79351835
0.79351835,0.76131034
0.76131034,0.78421382
0.78421382,0.81289428
0.81289428,0.85246413
0.85246413,0.87669682
0.87669682,0.90578628
0.90578628,0.79955097
0.79955097,0.99003834
0.99003834,1.35352876
1.35352876,0.93722743
0.93722743,0.98599956
0.98599956,0.93605158
0.93605158,0.95568314
0.95568314,1.05680606
1.05680606,1.08901407
1.08901407,1.05736842
1.05736842,1.05803304
1.05803304,1.0628898
1.0628898,1.0673887
1.0673887,1.07546626
1.07546626,1.13655923
1.13655923,1.16994309
1.16994309,1.1075209
1.1075209,1.16232564
1.16232564,1.20286684
1.20286684,1.19923705
1.19923705,1.17735605
1.17735605,1.27428682
1.27428682,1.24928727
1.24928727,1.18773419
1.18773419,1.2808818
1.2808818,1.36037935
1.36037935,1.33031854
1.33031854,1.36579847
1.36579847,1.35516472
1.35516472,1.39703513
-0.43608594,-0.51856087
-0.51856087,-0.52740975
-0.52740975,-0.4889644
-0.4889644,-0.50468618
-0.50468618,-0.5346263
-0.5346263,-0.55009035
-0.55009035,-0.60893966
-0.60893966,-0.645452
-0.645452,-0.63471308
-0.63471308,-0.6496187
-0.6496187,-0.713322
-0.713322,-0.65992807
-0.65992807,-0.73845108
-0.73845108,-0.97646858
-0.97646858,-0.72251451
-0.72251451,-0.72822762
-0.72822762,-0.80185368
-0.80185368,-0.79021269
-0.79021269,-0.74583946
-0.74583946,-0.78033288
-0.78033288,-0.74197344
-0.74197344,-0.66035762
-0.66035762,-0.65180944
-0.65180944,-0.59914576
-0.59914576,-0.55026218
-0.55026218,-0.52337191
-0.52337191,-0.5496608
-0.5496608,-0.48716026
-0.48716026,-0.45593147
-0.45593147,-0.4029671
-0.4029671,-0.28204682
-0.28204682,-0.23453782
-0.23453782,-0.18930547
-0.18930547,-0.13999233
-0.13999233,-0.04226813
-0.04226813,0.01866146
0.01866146,0.07959104
0.07959104,0.14052063
0.14052063,0.20145021
0.20145021,0.2623798
0.2623798,0.32330938
0.32330938,0.38423897
0.38423897,0.39746932
0.39746932,0.45859528
0.45859528,0.53900834
0.53900834,0.58866512
0.58866512,0.65511758
0.65511758,0.78059117
0.78059117,1.00112571
1.00112571,0.96869416
0.96869416,0.90675205
0.90675205,0.90245648
0.90245648,0.87517961
0.87517961,0.89755953
0.89755953,0.89502514
0.89502514,0.87930336
0.87930336,0.88853883
0.88853883,0.91392565
0.91392565,0.96852233
0.96852233,0.98634895
0.98634895,1.00086797
1.00086797,1.07720024
1.07720024,1.103618
1.103618,1.13179693
1.13179693,1.18145372
1.18145372,1.23536311
1.23536311,1.25907466
1.25907466,1.31607686
1.31607686,1.37462547
1.37462547,1.4362669
1.4362669,1.54180904
1.54180904,1.58772868
1.58772868,1.6561571
1.6561571,1.72690513
1.72690513,1.78347778
1.78347778,1.82956924
1.82956924,1.84499034
1.84499034,1.9469242
1.9469242,2.0427154
2.0427154,2.09583625
0.4876198,0.53934595
0.53934595,0.63390833
0.63390833,0.62198926
0.62198926,0.52472698
0.52472698,0.51040433
0.51040433,0.58211633
0.58211633,0.58784539
0.58784539,0.59848037
0.59848037,0.56410602
0.56410602,0.46970826
